properties{
  x = 0,
  y = 0,
  width = 416,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 416,
  height = 240,
  pattern = "grass_light",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  pattern = "5",
  tileset = "grass_green_large",
}

tile{
  layer = 0,
  x = 328,
  y = 112,
  width = 160,
  height = 96,
  pattern = "1",
  tileset = "grass_green_large",
}

tile{
  layer = 0,
  x = 360,
  y = 16,
  width = 48,
  height = 48,
  pattern = "2_2",
  tileset = "grass_green_large",
}

tile{
  layer = 0,
  x = 56,
  y = 32,
  width = 48,
  height = 48,
  pattern = "157",
  tileset = "oceanset_outside",
}

tile{
  layer = 0,
  x = 112,
  y = 56,
  width = 32,
  height = 32,
  pattern = "155",
}

tile{
  layer = 0,
  x = 0,
  y = 104,
  width = 32,
  height = 32,
  pattern = "155",
}

tile{
  layer = 0,
  x = 24,
  y = 136,
  width = 32,
  height = 24,
  pattern = "158",
}

tile{
  layer = 0,
  x = 200,
  y = 16,
  width = 32,
  height = 24,
  pattern = "158",
}

tile{
  layer = 0,
  x = 304,
  y = 40,
  width = 48,
  height = 48,
  pattern = "157",
}

tile{
  layer = 0,
  x = 296,
  y = 208,
  width = 32,
  height = 32,
  pattern = "155",
}

tile{
  layer = 0,
  x = 248,
  y = 80,
  width = 32,
  height = 16,
  pattern = "97_3",
}

tile{
  layer = 0,
  x = 232,
  y = 80,
  width = 16,
  height = 16,
  pattern = "101_4",
}

tile{
  layer = 0,
  x = 352,
  y = 128,
  width = 16,
  height = 16,
  pattern = "101_6",
}

destination{
  name = "destination",
  layer = 0,
  x = 168,
  y = 221,
  direction = 1,
}

pickable{
  layer = 0,
  x = 104,
  y = 221,
  treasure_name = "boomerang",
}

pickable{
  layer = 0,
  x = 80,
  y = 221,
  treasure_name = "hookshot",
}

block{
  layer = 0,
  x = 104,
  y = 85,
  sprite = "entities/block",
  pushable = true,
  pullable = false,
}

block{
  layer = 0,
  x = 88,
  y = 93,
  sprite = "entities/block",
  pushable = true,
  pullable = false,
}

pickable{
  layer = 0,
  x = 128,
  y = 221,
  treasure_name = "flame_spell",
}

pickable{
  layer = 0,
  x = 136,
  y = 237,
  treasure_name = "spark_spell",
}

custom_entity{
  layer = 0,
  x = 248,
  y = 101,
  properties = {
    {
      key = "can_conduct_electricity",
      value = "true",
    },
  },
  width = 16,
  height = 16,
  direction = 0,
  sprite = "entities/crystal",
}

custom_entity{
  layer = 0,
  x = 152,
  y = 149,
  width = 16,
  height = 16,
  direction = 0,
  sprite = "elements/battery_orb",
  model = "elements/battery_orb",
}

custom_entity{
  layer = 0,
  x = 344,
  y = 141,
  properties = {
    {
      key = "can_conduct_electricity",
      value = "true",
    },
  },
  width = 16,
  height = 16,
  direction = 0,
  sprite = "entities/crystal",
}

custom_entity{
  layer = 0,
  x = 120,
  y = 133,
  width = 16,
  height = 16,
  direction = 0,
  sprite = "blocks/conductive_block",
  model = "conductive_block",
}

custom_entity{
  layer = 0,
  x = 88,
  y = 133,
  width = 16,
  height = 16,
  direction = 0,
  sprite = "switches/lightning_switch",
  model = "elements/lightning_switch",
}

tile{
  layer = 1,
  x = 40,
  y = -32,
  width = 80,
  height = 80,
  pattern = "156",
  tileset = "oceanset_outside",
}

tile{
  layer = 1,
  x = 96,
  y = 16,
  width = 64,
  height = 56,
  pattern = "149",
}

tile{
  layer = 1,
  x = -16,
  y = 64,
  width = 64,
  height = 56,
  pattern = "149",
}

tile{
  layer = 1,
  x = 16,
  y = 104,
  width = 48,
  height = 40,
  pattern = "159",
}

tile{
  layer = 1,
  x = 192,
  y = -16,
  width = 48,
  height = 40,
  pattern = "159",
}

tile{
  layer = 1,
  x = 288,
  y = -24,
  width = 80,
  height = 80,
  pattern = "156",
}

tile{
  layer = 1,
  x = 280,
  y = 168,
  width = 64,
  height = 56,
  pattern = "149",
}

tile{
  layer = 1,
  x = 248,
  y = 64,
  width = 32,
  height = 16,
  pattern = "99_4",
}

